,ss_username,cf_username,cf_rating,cc_username,cc_rating
1684,RandomNumber,randomnumber,1526,divyansh_io,1906
1685,vashistha_10,vashistha,1586,vashistha_10,1906
1686,prateek3110,prateek3110,1592,prateek3110,1906
1687,Shashank_sing,shashank_sing,1615,shashank_sing,1906
1688,apurv_19,apurv_19,1637,apurv_19,1906
1689,yash30201,yash30201,1704,yash30201,1906
1690,arushi309,arushi309,1822,shadow_3074,1906
1691,astroash,astroash,1954,astroash,1906
1692,yotin,yotin,1986,yatinarora98,1906
1693,AKaan37,a.kaan37,1552.3,rlukaku37,1906
1694,devadon,pyth_always_tle,1289,devadon2020,1905
1695,deepak290701,half-bl00d-prince,1384,deepak290701,1905
1696,sanket2000,sanket,1385,sanket2000,1905
1697,vaibhav066,gangilvaibhav,1409,vaibhav066,1905
1698,i_m_abhijit,i_m_abhijit,1453,i_m_abhijit,1905
1699,aquib787,aquib786,1518,aquib786,1905
1700,shadow_97,ayushgupta1997,1646,ayushgupta1997,1905
1701,harshlunagaria,harshlunagaria,1725,harshlunagaria,1905
1702,teju2003,teju2003,1551.5,teju2003,1905
1703,yashbafna04,yashbafna04,1551.5,bafnayash,1905
1704,akshay_dgp01,appu_nitd,1590,akshay_dgp01,1904
1705,Karan_Bishnoi,karan_bishnoi,1652,karan_bishnoi,1904
1706,pikapika00,pikapika00,1654,pikapika00,1904
1707,sundesh,sundesh,1679,sundesh,1904
1708,chenmark,chenmark,2245,chenmark,1904
1709,fastboot,fastboot,1550.7,fastboot,1904
1710,aravind95,aravind2015,1550.7,aravind95,1904
1711,AneeshAtkuri,aneesh.atkuri,1550.7,atkurianeesh17,1904
1712,chetanpatel003,chetanpatel003,1369,chetanpatel_3,1903
1713,Night_guy,phunsuk_wangdu_rancho,1625,itachi_uchiha8,1903
1714,dynamite_iit,dynamite_iit,1662,dynamite_iit,1903
1715,quax_ms,msk_4all,1681,dumb_22,1903
1716,manmohan_trivedi,manmohan_trivedi,1765,coder_daddy97,1903
1717,ahmad_salah,commando_,1549.8,ahmad_salah,1903
1718,slayer35,viper35,1279,anhiks,1902
1719,ignacio,thetoshit,1317,ignacio,1902
1720,darkprinx,darkprinx,1340,darkprinx,1902
1721,ssri0703,sanskarsri,1369,ssri0703,1902
1722,vaibnak7,vaibnak7,1437,vaibnak7,1902
1723,saint_tech,shreysharmamarch,1612,shrey_sharma1,1902
1724,rajkumar62506,rajkumar62506,1653,rajp62506,1902
1725,lakshaykumar0510,lakshay05,1757,lakshay0510,1902
1726,lakshaygpt28,lakshaygpt28,1549,lakshaygpt28,1902
1727,s_da_sailor,s_da_sailor,1549,s_da_sailor,1902
1728,little_mod,little_mod,1549,wahid2k14,1902
1729,riddle_7,riddle_7,1549,riddle_7,1902
1730,tariqhasan,trqrizu,1549,trqrizu,1902
1731,vedipen,vedipen,1549,vedipen,1902
1732,chill21,chill21,1621,karikjoshi21,1901
1733,Good_for_nothing,mere_learner,1627,good4nothing,1901
1734,gaurav708,gaurav708,1856,gaurav708,1901
1735,cunbidun,mtvtm,1906,cunbidun,1901
1736,xxxxxxxxxxxxx,pyder_,1548.2,aquantis,1901
1737,k3shav,k3shav,1548.2,keshavreddy,1901
1738,chocoton,snest21,1548.2,snest21,1901
1739,amrendra18,,1548.2,thecodegame,1901
1740,tapariaankit,,1548.2,tapariaankit,1901
1741,KharYusuf,kharyusuf,2153,kharyusuf,1900
1742,hrishabhkamal,vito_39,1547.3,vito_39,1900
1743,crenoel,frontpage,1547.3,nishantsahu961,1900
1744,iamprayush,iamprayush,1547.3,prayushd,1900
1745,amitruler,amitruler,1547.3,amitruler,1900
1746,Singlanavya,singlanavya,1547.3,coding_flash,1900
1747,Jabed_Dhali,jabed_dhali,1224,jabed_dhali,1899
1748,yash_ishu,try_fail_learn_repeat,1301,far_from_noob,1899
1749,manavkush,manavkush,1396,manavkush,1899
1750,milind_sharma,milind_sharma,1612,milind_sharma,1899
1751,southpole01,south_pole,1664,south_pole,1899
1752,abhi_jeet,coding_bandit,1546.5,abhi_jeet09,1899
1753,dark_geek,-madmax-,1442,nam0,1898
1754,Apu_Hasan,n..h..a,1689,apu_hasan,1898
1755,nikhil5128,nikhil_5128,1748,nikhil_301998,1898
1756,Joker01,joker_03,1545.7,joker_01,1898
1757,arron_tij,pied-piper,1545.7,red_velvet615,1898
1758,zeeshan12,zeeshan12,1545.7,zeeshan12,1898
1759,zug,shn271,1545.7,shn271,1898
1760,vk,vinayk,1545.7,vinayky,1898
1761,amarveer,amarveer,1545.7,amarveer,1898
1762,shivshankar8,shivyshiv,1339,shivshankar8,1897
1763,pawan_29,pawan_29,1554,pawank_29,1897
1764,nilesh8757,nilesh8757,1625,nilesh8757,1897
1765,abhinav1996,abhinavaggarwal,1678,abhinav1996,1897
1766,disasteroid,disasteroid,1544.8,disasteroid,1897
1767,dusht1408,dusht0814,1544.8,dusht0814,1897
1768,ansh_001,ansh_001,1444,noobinprogram,1896
1769,Ksathwik03,ksathwik03,1487,ksathwik03,1896
1770,Sri_Ram,ram_24,1496,ram_24,1896
1771,sumit9311,sumit9311,1527,sumit9667,1896
1772,jainadit67,jainadit67,1604,jainadit67,1896
1773,piyushkumar3444,piyushkumar344,1686,piyushkumar344,1896
1774,satwik2708,satwik2708,1754,satwik2708,1896
1775,mithileshkarnati,mithileshkarnati,1813,mithilesh_8055,1896
1776,aditya0699,uliveonlyonce,1544,codewith_adi,1896
1777,soc3,soc3,1544,soc3,1896
1778,nexus_18,nexus_18,1544,nexus_18,1896
1779,Asajil,Aunt,1544,sejjil,1896
1780,Taran,taran106,1544,taran106,1896
1781,mujtaba1747,mujtabax,1544,mujtaba1747,1896
1782,coder_maddy,mr_pluto,1544,himanshu_romeo,1896
1783,zephyr_23,zephyr_23,1544,zephyr_23,1896
1784,ekansh9927,ekansh9927,1480,ekansh9927,1895
1785,ceejay,ceejay,1500,ceejay,1895
1786,d33pc,d33pc,1578,print_asap,1895
1787,codinator,codinator,1640,codinator,1895
1788,steinum,steinum,1934,steinum,1895
1789,arpit_pro,m_scofield,1543.2,m_scofield,1895
1790,Sawan73,sawan73,1543.2,sawan_patel,1895
1791,inzamam_inz,inzamam_inz,1543.2,inzamam_inz,1895
1792,vaibhavjaimini,vaibhavjaimini,1543.2,vaibhav227,1895
1793,mugiwara_ya,mugiwara_ya,1543.2,dungeonmasterr,1895
1794,la_flame,roronoaxoro,1543.2,la_flame_,1895
1795,apaar_97,apaar_97,1543.2,apaar_97,1895
1796,ak2006,ak2006,1543.2,ak2006,1895
1797,st3inum,steinum,1543.2,steinum,1895
1798,Mayankg20,mayankg,1543.2,mayankg20,1895
1799,_abhinavpraksh_,phantom_79,1220,abhinav_526,1894
1800,Pj28105,pj28105,1462,piyush28105,1894
1801,adi_7861,adi_7861,1493,adi_7861,1894
1802,vdua447,vdua447,1493,vdua447,1894
1803,_aaRPee_,infinite_dive,1547,rudra4365,1894
1804,tan_delhi,tan_delhi,1587,tan_delhi,1894
1805,ritikesh1999,ritikesh1999,1604,ritikesh1999,1894
1806,daffodildiku,daffodildiku,1621,daffodildiku,1894
1807,Ned_Stark,madmin2619,1719,mintu_agarwal,1894
1808,angiras,_angiras_,1919,peaky_menzor,1894
1809,devace,devace,1542.3,leo10,1894
1810,bernett,bernett,1542.3,koolboy,1894
1811,abhinav526,prkashabhinav,1542.3,abhinav_526,1894
1812,akulgoel96,akulgoel96,1542.3,akulgoel96,1894
1813,Sameer_Raj,sameer_raj,1404,sameer_0820,1893
1814,adarsh_goswami,adarsh_goku,1482,makaunochiippo,1893
1815,vazzup,vazzup,1494,vazzup,1893
1816,JAYPEE,jaypee,1551,jaypee1996,1893
1817,ddevbrat,ddevbrat,1570,ddevbrat,1893
1818,Sprdalo,sprdalo,1541.5,sprdalo,1893
1819,pratims10,pratims10,1541.5,in_sane19,1893
1820,akshayGupta,akshaygupta26,1541.5,akshaygupta26,1893
1821,r_tron19,r-tron18,1541.5,roushan_17,1893
1822,prrateekk,prrateekk,1541.5,prrateekk,1893
1823,abhisheks008,,1541.5,abhikdkdodn100,1893
1824,Chirano,hypothecate,1541.5,rata,1893
1825,Ab_has,ab_has,1541.5,abhasabhirup15,1893
1826,gunjal_a_b10,,1541.5,akashgunjal,1893
1827,seedhemaut,shubhamkaushik,1265,seedhemaut,1892
1828,AnuragGarg,anuraggarg,1418,anurag_garg3,1892
1829,rumit0406,lordhokage,1598,rumit0406,1892
1830,ashishkr23438,ashishkr23438,1802,ashishkr23438,1892
1831,kartik19,kartik19,1882,kartik19,1892
1832,steam_giant,steam_giant,1916,s_govindbalaji,1892
1833,nifasat_b,nifasatbeg,1540.7,nifasat,1892
1834,ode_to_code,ode_to_code,1540.7,amit_cool,1892
1835,mayank_patel,mayankmp1224,1540.7,mayank_mp,1892
1836,shivam1297,shivam1297,1540.7,shivam1297,1892
1837,samyak047,samyakjain,1540.7,sam047,1892
1838,shubham04yadav,rao_shubham,1402,rao_shubham,1891
1839,MAXXER_17,maxxer_17,1464,maxxer17,1891
1840,mastik5h_1998,bitman_123,1487,bitman_123,1891
1841,samarth1402,samarth1402,1521,samarth1402,1891
1842,AlveRahman,alverahman,1527,alve2000,1891
1843,anupiiitd,anup_iiitd,1598,anupiiitd,1891
1844,pk1411,pk1411,1601,biscooot,1891
1845,coder215,sasuke-u,1673,coder215,1891
1846,codedreamer_dg,_codedreamer_dg_,1674,codedreamer_dg,1891
1847,nandinij15,nandinij15,1792,nandinij15,1891
1848,yusufsholeh,24434,2203,yusufs,1891
1849,tanmay2904,tanmay2904,1539.9,tanmay2904,1891
1850,Kruti_20,kruti_20,1539.9,kruti_20,1891
1851,heisenberg66,heisenberg66,1539.9,heisenberg66,1891
1852,FullMetal1331,_saksham_t_,1539.9,fullmetal1331,1891
1853,cypher14,cypher14,1539.9,cypher14,1891
1854,Ashish_Lal,ashish,1539.9,noobie27,1891
1855,DrakAsh,prako_87,1539.9,prakhar_87,1891
1856,atanughosh01,atanughosh01,1089,atanughosh_01,1890
1857,ravi59,geeky_insane,1384,greedy_gaffur,1890
1858,rashish15,rashish_15,1458,rashish_015,1890
1859,rh_sgh,kgp_168,1493,kgp_168,1890
1860,AnonySharma,anonysharma,1628,anonysharma,1890
1861,Chintan_savaliya,chintan_savaliya,1683,chintan_295,1890
1862,Goat_cd,avl_trivial,1717,pranay100,1890
1863,tonmoy71,prophet_ov_darkness,1726,tonmoy_71,1890
1864,sudarshann,sudarshann,1762,suddu_001,1890
1865,avvinci,greedy_me,1911,avvinci,1890
1866,Kabeer27,kabeer27,2102,kabeer27,1890
1867,gagan2001,gagan2001,1539,gagan2001,1890
1868,sherlock8696,sherlock8696,1539,sherlock8696,1890
1869,sahil_savaliya,sahil_savaliya,1539,sahil110310,1890
1870,kapil16garg,kapilgarg2k21,1539,kapil16garg,1890
1871,tejustiwari,tejustiwari,1539,tejustiwari,1890
1872,vk48962713,vk48962713,1539,vk48962713,1890
1873,arpit_gupta17,arpit_gupta17,1539,arpitg17,1890
1874,ashwini,ashwini_jais,1539,ashwini_jais,1890
1875,hemant_dhanuka,hemant_dhanuka,1274,hemant_dhanuka,1889
1876,shailesh_yadav,xclued_error,1310,shailesh_1111,1889
1877,deep3072,deep3072,1323,deep3072,1889
1878,zoombee,ha_c_king,1331,ha_c_king,1889
1879,sarwar,zlatan_05,1417,sarwar05,1889
1880,absolutezero,absolutezero,1486,absolutezero,1889
1881,falcon2212,ironman2212,1546,falcon2212,1889
1882,dickynovanto1103,dickynovanto1103,1558,dickynovanto,1889
1883,khalilw1,tatara,1753,khalilw1,1889
1884,sandip_jana,sandip_jana,1538.2,sandip_jana,1889
1885,ankush_953,ankush_953,1538.2,ankush_953,1889
1886,Udit2509,uditkhemka,1538.2,uditkhemka,1889
1887,coder_Aditya_404,coder_aditya_404,1320,samay_kam_hai,1888
1888,shivansh_257,shivansh_257,1653,shivansh7,1888
1889,SamyakSinghania,samyaksinghania,1657,samyaksinghani,1888
1890,i_m_arin,i_m_arin,1667,i_m_arin,1888
1891,linkret,linkret,1918,linkret,1888
1892,nik7,nikhacks,1934,nikcodes,1888
1893,kushb30,kushb30,2108,kushagraban603,1888
1894,iampotter_1965,deepeshbhatt,1537.4,lazycoder_1965,1888
1895,hritik3878,hritik3878,1537.4,hritik3878,1888
1896,Mukul202,mukul202,1537.4,mukul202,1888
1897,whiteshadow98,whiteshadow98,1537.4,whiteshadow98,1888
1898,noobie24,noobie24,1537.4,imak24,1888
1899,pandey_animesh,pandey_animesh,1537.4,pandey_animesh,1888
1900,pranavkhairnar,shinjo,1537.4,joey_tribianni,1888
1901,sam__sys,ucandoit,1537.4,sk_y,1888
1902,b45h,b45h,1537.4,vcode11,1888
1903,aditi,aditi.,1412,adiii26,1887
1904,kunal_010,kunal-010,1593,kunal_010,1887
1905,WinnieThePooh,grey_matter,1606,divyanshhardia,1887
1906,AnshulG,anshulg,1730,anshul16227,1887
1907,faraday_vij,faraday_vij,1805,faraday_vij,1887
1908,ayushagrwl,ayushagrwl,1536.5,ayushagrwl,1887
1909,avishkarhande,avishkarhande,1536.5,avishkarhande,1887
1910,alokk6618,alok_k6618,1536.5,alokk6618,1887
1911,Rock2000,rock2000,1536.5,rock2000,1887
1912,adisava,adisava,1536.5,adisava,1887
1913,rg99,rg99,1536.5,rahulgrover99,1887
1914,ashish_nhk,ashish_nhk,1536.5,ashish_nhk,1887
1915,sandeshghanta,sandeshghanta,1536.5,sandeshghanta,1887
1916,Adriraj,adrirajc,1536.5,diablo_7,1887
1917,sumitks866,sumitks866,1092,sumitks866,1886
1918,Ghayth,ghayth.moustapha,1357,ghaythmoustpha,1886
1919,princeMishra,princemishra,1367,princemishra,1886
1920,muneur,dan04,1418,dan04,1886
1921,b_2_k,b2kumar,1441,b2kumar810,1886
1922,may_007,may_007,1443,geekmayank,1886
1923,ankit_2305,ankit_2305,1459,ankit_2305,1886
1924,akathil,akathil,1964,akathil,1886
1925,t_bone_289,t_bone_289,1535.7,t_bone_289,1886
1926,ayush_dragneel,ayush_dragneel,1535.7,ayush_dragneel,1886
1927,hreart,rabsun_iv,1535.7,rabsun_iv,1886
1928,iamharsh,harshyd,1535.7,harshyd,1886
1929,shubhscoder,scube97,1376,shubhscoder,1885
1930,ekeshwarj5,ekeshwarj5,1399,ekeshwarj_5,1885
1931,000coool,000coool,1530,o00coool,1885
1932,rohit_ag14,rohit_1402,1608,rohit_ag14,1885
1933,lucifer49,mahim_mittal,1613,mahim01,1885
1934,potter1024,potter1024,1642,potter1024,1885
1935,razwee,razvan2k19,1746,raszvan,1885
1936,sg1998,ghoshsujoyiitg,1831,sghosh19,1885
1937,May-00,May-00,1534.9,May-55,1885
1938,shubhamandro,shubhamandro,1534.9,shubham_andro,1885
1939,manish98,winter_summer,1534.9,mainsh,1885
1940,brijesh_1998,brijesh1998,1534.9,brijesh_1998,1885
1941,debug7adu,_adarsh_anand,1534.9,debug7adu,1885
1942,skcs,skcs,1534.9,s_r_1996,1885
1943,ritvik_369,ritvik369,1345,ritvik_369,1884
1944,Gaurav_21,gaurav_21,1380,gaurav_2101,1884
1945,santhosh_80,santhosh_80,1567,santhosh_80,1884
1946,krishna_k,krishna_k,1636,krishna_kamath,1884
1947,avinash007K,avinash007,1636,vishma_pitamah,1884
1948,Avenger22,18_pranjul,1814,pranjulpal18,1884
1949,_NERO_,_nero_,1969,nero_,1884
1950,will_of_ken,will_of_ken,1534,will_of_ken,1884
1951,wolf_on_code,admiral_wolf,1534,wolf_kp,1884
1952,ganekasar,ganekasar,1534,ganekasar,1884
1953,ankiiitraj,anant_,1534,mkitkat,1884
1954,lax_99,lax_99,1534,lax_99,1884
1955,gabbar1996,gabbar1996,1534,anshumaan__,1884
1956,RHT_20,rht20,1317,rht_20,1883
1957,rahulroy20101999,gundaswami,1369,rahulroy_1999,1883
1958,Ashish_verma,ashish_verma,1449,ashish_1verma,1883
1959,rajat189,rajat189,1461,dragon_ball,1883
1960,shan61916,shan61916,1530,shan01,1883
1961,wishcode,wishcode,1650,wishcode,1883
1962,sumit_prajapati,sumitprajapati,1758,sumit141,1883
1963,adityab1500,aditya1500,1763,adityab1500,1883
1964,nanobyte,nanobyte,1838,devanshguptaa,1883
1965,shashankch292,shashankch292,1533.2,shashankch292,1883
1966,mohsin_ert,mohsin_579,1533.2,mohsin_ert,1883
1967,programmer_neo,neotheprogrammer,1001,programmer_neo,1882
1968,Hidden_Sword,Codester,1362,abishek_k,1882
1969,surajverma8787,surajverma8787,1498,skverma8787,1882
1970,thesupremeone,thesupremeone,1503,thesupremeone,1882
1971,Odysseus,odysseus96,1561,n_azmain01,1882
1972,Psp98,psp_98,1605,psp98_15bit053,1882
1973,rebel_27,soumya_27,1734,ashley_27,1882
1974,Ad_007,ad-007,1763,ad_zer0,1882
1975,AST_TheCoder,ast_thecoder,1850,astthecoder,1882
1976,Valgt,valgt,2019,valgt,1882
1977,saatvik10,saatvik10,2030,saatvik10,1882
1978,siddharthp538,siddharthp538,1532.4,siddharthp538,1882
1979,karanrg,karanrg,1532.4,karanrg,1882
1980,starflux,starflux,1532.4,starflux,1882
1981,shaeli,shaeli,1532.4,shaeli,1882
1982,dipBRUR,lilliput,1532.4,dip_99,1882
1983,shreyanshgeek,shreyanshgeek,1532.4,shreyanshgeek1,1882
1984,SinByCos,sinbycos,1532.4,sinbycos,1882
1985,suraj_97,suraj_97,1532.4,stblackout,1882
1986,pinkesh1231,pinkesh1231,1532.4,pinkesh_12,1882
1987,Raj_coder,rajeshguptamc102,1395,c_o_d_er,1881
1988,Atharva1583,atharva1583,1515,atharva1583,1881
1989,prashant_00,prashant601,1584,prashant_00,1881
1990,preet_t,preet_t,1611,preet_t,1881
1991,icarus_1,mind_changer,1664,icarus_1,1881
1992,OjasBansal__,ojas_bansal,1729,ojasbansal,1881
1993,codinginveina,codinginveins,1752,codinginveins,1881
1994,vaibhav_98,vaibhav_garg,1531.5,vibhu98,1881
1995,master_chief,it_2107,1531.5,it_2107,1881
1996,sahushivam,sahushivam,1531.5,sahushivam,1881
1997,amitc333,amit.chakraborti9,1343,amitc9,1880
1998,Serioushy,serioushy,1530.7,serious_conjur,1880
1999,div5252,divyamsingal01,1530.7,div5252,1880
2000,as_couple,as_couple,1530.7,a3_failure,1880
2001,Mayor,minkush,1530.7,minkush1,1880
2002,rishikeshsingh,rishikesh_singh,1530.7,rishikeshsingh,1880
2003,ishpreet28,ishpreet,1394,ishpreet,1879
2004,chiraagmittal05,chiraagmittal05,1495,chiraag3200,1879
2005,Vishal_898,vishal_898,1545,vishal_898,1879
2006,kunalsrv20,kunalsrv20,1549,kunalsrv20,1879
2007,deepakpalrocks,deepakpalrocks,1632,deepak_005,1879
2008,yash_jain,yash_jain,1637,yashjain4411,1879
2009,vampire_questt,vampire_questt,1654,vampire_questt,1879
2010,aditigoel,aditigoel,1529.9,aditigoel,1879
2011,rt24,rsgt24,1529.9,rt24,1879
2012,lonewolfhere,shubhammanhas579,1529.9,lonewolfhere,1879
2013,shubhamd,shamdin,1529.9,pip33eed,1879
2014,vishalkr07,vishalkr07,1529.9,vishalkr07,1879
2015,pushpinder001,pushpinder.1,1529.9,pushpinder001,1879
2016,4ul_sharma,charul_jiit128,1383,charulsharma57,1878
2017,brainiak,shravank,1408,shravank,1878
2018,Mayank_Pushpjeet,mkitrixx,1481,codack_mayank,1878
2019,abhiyadav1323,abhiyadav1323,1561,abhiyadav1323,1878
2020,vishalananth,vishalananth,1587,dangerstranger,1878
2021,janmansh,janmansh,1632,janmansh,1878
2022,Prajwal_pict_coder,prajwal_sonawane_it_pict,1725,prajwalsonawan,1878
2023,mayank07,mayank07,1800,mayanks_07,1878
2024,bharatkhanna29,bharat.khanna.cse14,2081,bharatkhanna29,1878
2025,Cloud_,cloud_,1529,cloud_,1878
2026,maheshraju2020,maheshraju2020,1529,maheshraju2020,1878
2027,utkarsh_96,utkarsh_96,1529,utkarsh_96,1878
2028,chakrenitin,chakrenitin,1203,chakrenitin,1877
2029,unsolvedtomorrow,avinash_89,1247,nsolvetomorrow,1877
2030,a_abhi19,7576883191sonu,1310,abh1998,1877
2031,logicbomb,vivace1,1328,vivace,1877
2032,underdog_eagle,underdog_eagle,1383,underdog_eagle,1877
2033,abba5,abba5,1496,abba5,1877
2034,shikher25,shikher25,1522,shikher25,1877
2035,iamsahil_2703,iamsahil_2703,1621,iamsahil_2703,1877
2036,kjain1810,kjain1810,1775,kjain1810,1877
2037,prashanttyagi,prashanttyagi,1908,prashanttyagi,1877
2038,Param321,param_aryan,1919,param_aryan,1877
2039,sankcan55,sankcan55,1528.2,sankcan55,1877
2040,dx_apoorv,dx_apoorv,1528.2,dx_apoorv,1877
2041,adityaagg,aditya10,1528.2,aditya10_,1877
2042,sacxy,sacxy,1528.2,sacxy,1877
2043,sumitskj,sumitskj,1033,sumitskj,1876
2044,Gaurish_Ojha,gaurish_codestar,1368,atal21003,1876
2045,saumyadip,saumyadip,1419,saumyadip,1876
2046,shreya_jn,shreya_jain,1464,shreyaj1207,1876
2047,shahriar_sust,shahriar_88,1552,corei17,1876
2048,cfdxwk,ujjwal22796,1614,cfdxw,1876
2049,shubham732,shubham732,1916,shubham732,1876
2050,akashpatil219,akashpatil219,1527.4,akashpatil219,1876
2051,noobCJ,dumbermon,1527.4,noobcj,1876
2052,vaibhavgoyal96,,1527.4,kunnu96,1876
2053,dineshbs444,dinesh_b_s,1527.4,dinesh_b_s,1876
2054,ash_maurya,ash_maurya,1222,ash_maurya,1875
2055,sam_2210,sam_2210,1227,sam_2210,1875
2056,syedmizbah,syedmizbah,1457,syedmizbah,1875
2057,Aditya_u74,aditya_u74,1469,aditya_u74,1875
2058,Moontasir,munmud,1549,moontasir042,1875
2059,narayanpai1,narayanpai1,1603,narayanpai1,1875
2060,rooppus,sauravuppoor,1622,rooppus,1875
2061,awasthiakshit11,awasthiakshit11,1624,awasthiakshit1,1875
2062,adinovap20,adinovap20,1627,adinovap20,1875
2063,K_I_R_A,ajay_rahul01,1630,ajstyles,1875
2064,GoWind,gowind,1639,gowind,1875
2065,ankit_singhal,ankit_singhal,1780,ankit_singhal,1875
2066,Rajat_20,bug_20,1799,bug_20,1875
2067,jiwansandhu,jiwansandhu,1820,jiwansandhu,1875
2068,SaimunIslam,saimun_islam,1526.5,saimun,1875
2069,sciencepal,csgo_is_life,1526.5,sciencepal,1875
2070,Krieger,ankitrajput19,1526.5,ankitrajput19,1875
2071,KLAUS_MIKAELSON,s_g_,1526.5,shikharg040,1875
2072,misra_17,misra_17,1526.5,misra_17,1875
2073,bogey24,bogey24,1526.5,garima_chadha,1875
2074,sauram228,enatsu__8,1526.5,sauram228,1875
2075,lordofthunder,lordofthunder,1526.5,lordofthunder,1875
2076,malagath19,souravrawat191,1363,souravrawat191,1874
2077,divyanshu_kl,divyanshu_kl,1366,divyanshu_kl,1874
2078,d_evilal,d_evilal,1389,d_evilal,1874
2079,raghava118,raghava118,1480,raghava118,1874
2080,gauri,elusivedream,1570,gauri_18,1874
2081,sksshivam007,sksshivam007,1609,blank65,1874
2082,asmah98,_asmah98,1621,asmah98,1874
2083,kabraneel,kabrakodeabra,1650,kabra_neel,1874
2084,vishallc,vishallc,1697,berzerkv14,1874
2085,arpit040199,arpit040199,1728,arpit040199,1874
2086,AryRDW,aryrdw,1775,aryrdw,1874
2087,n4nimit2000,only_bruteforce,1525.7,n4nimit2000,1874
2088,saahilk,saahilk,1525.7,saahilk,1874
2089,Himon_PUST,interval_06,1525.7,interval_06,1874
2090,rk9456rk,rk9456rk,1525.7,rk9456rk,1874
2091,spyder101,spyder101,1555,spyder101,1873
2092,karankc23,karankc23,1612,karankc23,1873
2093,ralph0609,ralph0609,1626,tushar0609,1873
2094,hqcoder_1,hqcoder,1627,roy_naman,1873
2095,SI_AM,si_am,1670,siam009,1873
2096,waginger_19,waginger_19,1846,waginger_19,1873
2097,aleiva,aleiva,1524.9,aleiva,1873
2098,theSmartGuy,thesmartguy,1524.9,thesmartguy,1873
2099,PsychoKiller,psycho12killer,1524.9,psycho12killer,1873
2100,Srivaayush,srivaayush,1524.9,coder_sriva,1873
2101,arpitgarg7,arpitgarg7,1230,arpitgarg7,1872
2102,DG1998,dg1998,1367,dhanin14021998,1872
2103,sibasish_14,sibasish_14,1391,sibasish_14,1872
2104,anurag78_20,anurag78_20,1408,anurag78_20,1872
2105,vaibhavthakkar,vaibhav.thakkar.22.12.99,1455,vaibhavthakkar,1872
2106,nileshmd99,niiesh,1468,nileshmd99,1872
2107,shikher_raj55,shikher_raj55,1571,shikher_raj55,1872
2108,infparadox,infparadox,1575,akhilesh_soni,1872
2109,Rajprasad_dora,rajprasad_dora,1672,rajprasad_19,1872
2110,PoojaB01,seabreeze,1946,annn,1872
2111,pd_nik,preeyadarshee,1968,pd_nik,1872
2112,NineFathoms,ninefathoms,1524.1,ninefathoms,1872
2113,itssanat,itssanat,1524.1,sanat_kumar,1872
2114,shikhar_01,shikhar2k01,1524.1,shikharshukla,1872
2115,Anuj_0911,anuj_0911,1524.1,anuj_0911,1872
2116,AnonymousFast,,1524.1,vaibhav_code,1872
2117,IGI_29,igi-29,1207,igi_29,1871
2118,piyushgarg2425,piyushgarg2425,1438,piyushgarg2425,1871
2119,vaibhavsarda,vaibhavsarda,1508,vaibhavsarda,1871
2120,MNnazrul,mnnazrul,1639,mnnazrul,1871
2121,pratiklath,pratiklath,1648,pratiklath,1871
2122,Ada_king,priyanka_1998,1657,priyanka_1998,1871
2123,Axuuu,axuuu,1671,axuuu,1871
2124,Adk,adkay,1682,adkcodeme,1871
2125,kt200021,tandonkarsh,1800,kt21,1871
2126,stunnerhash,stunnerhash,1523.2,stunnerhash,1871
2127,rohitjv,codeblooded,1523.2,rohitjv,1871
2128,jsar3004,jsar3004,1417,jsar3004,1870
2129,EOWL,eowl,1427,eowl,1870
2130,rishabhtyagi2306,rishabhtyagi,1464,rishabhtyagi2,1870
2131,smaug_11,smaug_11,1521,longclaw_2,1870
2132,aniKet_gAjare,aniket_gajare,1848,aniketthecoder,1870
2133,Kallaseldor,kallaseldor,1522.4,kallaseldor,1870
2134,dibas,dibas,1522.4,dibas,1870
2135,barney1b,barney1b,1522.4,barney1b1,1870
2136,devojoyti,devojoyti,1522.4,devojoyti,1870
2137,iamBPK,famnpk,1169,sl_170030095,1869
2138,ram_5564,ram5564,1269,ram5564,1869
2139,joeyy,joeyy,1290,coderdnyanesh5,1869
2140,Aditya_Ramesh,aditya_ramesh,1317,an_avid_coder,1869
2141,Navin_Chandra,mahakal18,1471,mahakal18,1869
2142,sudip10028,sudip10028,1489,sudip10028,1869
2143,nimishbansal,nimish4july1998,1508,nimishbansal,1869
2144,insider_pants,insider_pants,1622,insider_pants,1869
